location,year,month,day,properties_sold,avg_price,avg_sqr_ft,walk_score,interest_score,pop_increase,city_investment,private_investment
Rosedale-Moore Park,2016,September,,3,5.992,540,0.107,0.7692307692307693,77.03999999999999,10346.472,25063.68
Church-Yonge Corridor,2016,September,,6,8.56,558,2.996,1.891891891891892,223.416,8470.119999999999,2448.16
Caledonia-Fairbanks,2016,September,,9,8.56,547,0.321,6.545454545454546,128.39999999999998,6129.816,10077.688
North St.James Town,2016,September,,12,3.424,626,1.926,0.46153846153846156,133.536,8207.328,33978.92
Cabbagetown-South St.James Town,2016,September,,2,5.992,570,2.6902857142857144,0.8888888888888888,24.823999999999998,6401.168,41006.68
Moss Park,2016,September,,7,5.136,725,1.4266666666666667,1.6153846153846154,0.0,315.008,42055.28
Regent Park,2016,September,,6,3.424,791,1.4266666666666667,0.0,273.92,5012.736,27895.327999999998
Playter Estates-Danforth,2016,September,,10,8.56,785,0.47555555555555556,0.30000000000000004,0.0,2891.5679999999998,1858.376
South Riverdale,2016,September,,2,7.704,518,0.0951111111111111,1.2307692307692308,128.4,13458.032,29071.471999999998
North Riverdale,2016,September,,16,7.704,606,2.675,2.1818181818181817,99.29599999999999,10253.168,10386.704
Blake-Jones,2016,September,,18,7.704,566,1.712,2.7777777777777777,140.384,16883.744,14013.576
Danforth Village - Toronto,2016,September,,1,5.992,515,2.568,0.5454545454545454,35.952,6428.5599999999995,18195.992
Broadview North,2016,September,,3,4.28,678,0.5706666666666667,0.0,148.944,8472.688,14029.84
Old East York,2016,September,,17,5.992,591,1.07,2.5454545454545454,308.15999999999997,7652.639999999999,36657.344
Danforth Village - East York,2016,September,,12,3.424,687,1.3315555555555556,2.769230769230769,167.776,11556.0,6297.592
Greenwood-Coxwell,2016,September,,11,3.424,674,1.712,0.8181818181818181,236.256,10576.735999999999,40350.128
Woodbine Corridor,2016,September,,1,5.992,529,2.996,0.41666666666666663,0.0,13783.312,21285.296
Maple Leaf,2016,September,,12,4.28,730,1.391,2.6666666666666665,299.6,2749.4719999999998,16479.712
Beechborough-Greenbrook,2016,September,,2,4.28,764,3.1029999999999998,1.0,359.52,4624.968,10929.408
Keelesdale-Eglinton West,2016,September,,5,3.424,708,3.21,0.8076923076923077,83.888,10357.6,51424.2
Briar Hill-Belgravia,2016,September,,12,8.56,768,2.568,0.4666666666666667,123.264,17425.592,21923.872
Yorkdale-Glen Park,2016,September,,17,5.136,664,1.8342857142857143,0.32432432432432434,43.656,13943.384,40233.712
Forest Hill North,2016,September,,16,8.56,660,0.749,0.5625,208.00799999999998,10815.56,46877.984
Englemount-Lawrence,2016,September,,17,4.28,790,0.856,0.8888888888888888,120.696,13102.792,22021.456
Bedford Park-Nortown,2016,September,,4,8.56,563,2.2826666666666666,0.45714285714285713,359.52,3504.464,17772.272
Lawrence Park South,2016,September,,6,5.136,752,1.926,2.2222222222222223,297.888,17000.16,4404.12
Yonge-Eglinton,2016,September,,6,3.424,605,0.2853333333333333,0.17142857142857143,222.56,7200.672,8422.184
Mount Pleasant West,2016,September,,16,5.136,724,1.284,1.8461538461538463,154.07999999999998,7597.0,1566.48
Lawrence Park North,2016,September,,6,6.848,771,2.568,0.1764705882352941,123.26400000000001,13015.48,41319.12
Mount Pleasant East,2016,September,,12,8.56,784,1.391,2.121212121212121,79.608,5531.472,24399.424
Black Creek,2016,September,,12,4.28,696,2.889,0.10714285714285714,292.752,17375.088,26524.872
Glenfield-Jane Heights,2016,September,,6,5.992,600,2.247,1.75,0.0,3286.1839999999997,51389.104
York University Heights,2016,September,,7,5.992,759,3.1794285714285713,0.3225806451612903,208.864,3153.504,35090.864
Bathurst Manor,2016,September,,8,8.56,598,2.663111111111111,0.8648648648648649,0.0,13263.72,31748.184
Westminster-Branson,2016,September,,17,3.424,780,1.5217777777777777,0.6666666666666666,295.32,2829.08,30981.208
Clanton Park,2016,September,,9,5.992,556,1.712,1.6,0.0,14106.88,32644.416
Lansing-Westgate,2016,September,,4,6.848,788,0.7608888888888888,1.8666666666666667,253.376,3133.816,28323.327999999998
Willowdale West,2016,September,,12,7.704,756,2.033,1.75,325.28,5928.656,34727.92
Newtonbrook West,2016,September,,18,7.704,508,2.0924444444444448,2.0,218.28000000000003,5943.208,23159.935999999998
Newtonbrook East,2016,September,,12,5.136,769,2.4457142857142857,0.07692307692307693,380.064,505.896,33997.752
Willowdale East,2016,September,,12,6.848,764,3.6685714285714286,4.0,160.928,10530.512,30676.471999999998
Bayview Woods-Steeles,2016,September,,2,3.424,723,1.605,1.09375,85.60000000000001,8827.072,35078.88
Bayview Village,2016,September,,18,4.28,570,0.6114285714285714,0.14285714285714285,123.26400000000001,6541.552,27973.224
St.Andrew-Windfields,2016,September,,12,5.136,725,2.568,1.8823529411764706,226.84,8554.008,11731.48
Don Valley Village,2016,September,,17,7.704,543,0.963,0.3333333333333333,0.0,3885.384,51198.216
Henry Farm,2016,September,,8,6.848,780,0.9782857142857142,0.6000000000000001,0.0,7281.992,44983.656
Pleasant View,2016,September,,4,6.848,535,1.4266666666666667,1.2972972972972974,195.168,16840.944,52366.655999999995
Parkwoods-Donalda,2016,September,,12,4.28,584,1.8342857142857143,0.2857142857142857,51.36,5717.224,38874.384
Tam O'Shanter-Sullivan,2016,September,,2,4.28,624,2.0788571428571427,2.0,53.071999999999996,15136.648,2841.92
Bridle Path-Sunnybrook-York Mills,2016,September,,13,3.424,738,1.4674285714285713,0.47368421052631576,0.0,17155.952,12444.528
Leaside-Bennington,2016,September,,10,4.28,758,3.3017142857142856,2.0,74.472,11062.944,51174.248
Banbury-Don Mills,2016,September,,8,5.136,679,1.177,0.9375,251.66400000000002,8506.072,6245.376
Thorncliffe Park,2016,September,,16,5.992,687,2.6902857142857144,1.3333333333333333,128.39999999999998,11050.96,27909.024
Flemingdon Park,2016,September,,17,5.136,696,1.9565714285714284,1.5238095238095237,369.792,17962.304,43002.871999999996
Victoria Village,2016,September,,5,8.56,707,2.461,1.4705882352941178,138.672,9739.568,27986.92
O'Connor-Parkview,2016,September,,15,8.56,749,2.3777777777777778,1.5384615384615385,312.44,5088.92,25299.079999999998
The Beaches,2016,September,,14,4.28,791,0.642,3.0476190476190474,191.744,11736.616,6464.512
East End-Danforth,2016,September,,3,6.848,764,1.712,0.3157894736842105,0.0,11461.84,31521.344
Woodbine-Lumsden,2016,September,,17,7.704,518,0.6657777777777778,0.0,119.84,15308.704,50805.312
Crescent Town,2016,September,,6,5.992,570,0.535,0.10256410256410256,85.6,2934.368,1051.168
Birchcliffe-Cliffside,2016,September,,17,5.992,773,0.6114285714285714,2.0,37.664,4258.6,39730.384
Oakridge,2016,September,,14,6.848,726,1.07,6.545454545454546,85.6,6107.5599999999995,33231.632
Clairlea-Birchmount,2016,September,,5,5.136,523,0.4891428571428571,0.5,33.384,17277.504,51566.296
Wexford/Maryvale,2016,September,,13,5.992,523,2.1875555555555555,1.0526315789473684,214.0,3937.6,48369.136
Dorset Park,2016,September,,6,4.28,722,2.9348571428571426,0.11428571428571428,94.16,16008.912,23575.095999999998
Ionview,2016,September,,3,5.136,625,2.996,1.7647058823529411,232.832,1548.504,23079.471999999998
Kennedy Park,2016,September,,4,6.848,510,0.856,0.2,243.95999999999998,3606.328,51117.752
Cliffcrest,2016,September,,1,3.424,565,0.5706666666666667,0.06666666666666667,226.84,9134.376,14808.8
Eglinton East,2016,September,,9,4.28,553,2.033,1.7999999999999998,410.88,9971.544,38409.576
Bendale,2016,September,,7,7.704,787,1.3315555555555556,1.2857142857142856,104.432,11352.271999999999,29173.336
Scarborough Village,2016,September,,10,3.424,650,2.14,0.3870967741935484,0.0,16793.864,36320.936
Woburn,2016,September,,15,5.136,637,0.749,0.375,311.584,7659.488,33774.336
Guildwood,2016,September,,12,6.848,782,0.321,4.263157894736842,359.52,2671.576,41608.448
Morningside,2016,September,,18,8.56,750,1.3451428571428572,0.2857142857142857,0.0,9532.416,1987.632
West Hill,2016,September,,4,5.992,547,1.1413333333333333,6.363636363636363,66.768,901.3679999999999,8813.376
Rouge,2016,September,,16,5.992,766,0.856,0.8181818181818182,482.784,11905.248,33333.496
Centennial Scarborough,2016,September,,3,5.136,631,2.472888888888889,6.666666666666666,174.624,12762.96,51290.664
Highland Creek,2016,September,,14,5.992,587,0.0951111111111111,0.625,350.96,16549.048,46214.584
Malvern,2016,September,,15,8.56,666,0.2853333333333333,0.0,67.624,17195.328,11687.824
Hillcrest Village,2016,September,,2,6.848,522,2.461,0.0,311.584,5781.424,632.584
Steeles,2016,September,,5,5.992,629,0.2853333333333333,0.125,102.72,12401.728,15775.224
L'Amoreaux,2016,September,,14,5.992,535,2.2826666666666666,0.0,236.256,3382.912,7743.376
Agincourt South-Malvern West,2016,September,,13,7.704,793,2.201142857142857,1.575,508.464,9986.096,47044.904
Milliken,2016,September,,15,5.136,663,1.5217777777777777,0.42105263157894735,231.11999999999998,6175.184,43008.864
Agincourt North,2016,September,,17,8.56,692,2.201142857142857,4.705882352941177,69.336,5018.728,19196.656
Trinity-Bellwoods,2016,October,,3,3.632,548,0.25222222222222224,1.2352941176470589,45.4,9349.222,20883.092
West Humber-Clairville,2016,October,,7,2.27,581,0.6485714285714286,2.692307692307692,128.02800000000002,7795.634,7074.682
Mount Olive-Silverstone-Jamestown,2016,October,,7,1.816,783,0.17025,4.0,0.0,6762.784000000001,13402.534
Humber Summit,2016,October,,7,2.724,767,0.227,0.16666666666666666,125.304,8099.360000000001,25932.48
Thistletown-Beaumond Heights,2016,October,,5,1.816,645,1.1602222222222223,0.10714285714285714,32.234,9004.182,27807.046000000002
Humbermede,2016,October,,5,3.632,613,1.9457142857142857,0.0,228.81600000000003,5258.682,12742.418
Rexdale-Kipling,2016,October,,3,3.632,500,1.41875,0.13333333333333333,47.216,4850.536,27313.548000000003
Elms-Old Rexdale,2016,October,,3,3.178,563,1.0377142857142856,1.3333333333333333,54.480000000000004,3984.7580000000003,25695.946
Pelmo Park-Humberlea,2016,October,,5,2.27,793,0.5837142857142857,0.2222222222222222,42.222,9017.802,8339.526
Downsview-Roding-CFB,2016,October,,3,2.724,774,0.6557777777777778,0.0,70.824,8132.048000000001,16162.4
Kingsview Village-The Westway,2016,October,,6,3.632,791,1.41875,2.25,32.234,5477.51,3854.0060000000003
Weston,2016,October,,8,4.54,649,0.5675,0.0,126.666,3020.0080000000003,24557.314000000002
Rustic,2016,October,,8,3.178,723,1.7511428571428573,0.6666666666666666,39.498000000000005,5298.18,10362.550000000001
Humber Heights-Westmount,2016,October,,2,3.632,589,0.6485714285714286,0.20512820512820512,41.768,2087.946,6304.244000000001
Brookhaven-Amesbury,2016,October,,3,2.27,662,0.3891428571428571,1.696969696969697,87.168,3891.234,20591.170000000002
Mount Dennis,2016,October,,1,4.54,652,1.30525,0.9545454545454546,100.78800000000001,6203.91,2997.762
Willowridge-Martingrove-Richview,2016,October,,6,3.178,700,1.4124444444444446,0.6666666666666666,227.0,7596.782,9004.636
Princess-Rosethorn,2016,October,,4,4.54,531,1.07825,2.2727272727272725,128.02800000000002,3207.51,19319.062
Eringate-Centennial-West Deane,2016,October,,3,3.632,701,0.454,0.7894736842105263,220.644,4753.834,5607.354
Edenbridge-Humber Valley,2016,October,,10,1.816,616,0.5188571428571428,2.25,73.548,6090.8640000000005,7282.6140000000005
Rockcliffe-Smythe,2016,October,,7,4.086,569,0.7566666666666667,0.21621621621621623,45.4,750.008,9325.16
Markland Woods,2016,October,,3,4.086,664,0.6053333333333333,0.3125,143.01,1503.194,23710.604
Etobicoke West Mall,2016,October,,7,4.086,680,0.15133333333333332,4.8,0.0,5604.176,14351.848
Islington-City Centre West,2016,October,,8,3.632,622,0.7134285714285714,0.0,45.4,8893.406,24918.698
Alderwood,2016,October,,6,2.27,765,1.109777777777778,0.4,84.444,8507.960000000001,15281.640000000001
Long Branch,2016,October,,9,2.724,558,0.6485714285714286,1.0499999999999998,76.272,7414.274,20929.4
New Toronto,2016,October,,3,1.816,706,1.07825,0.0,159.808,8861.172,20939.388
Mimico,2016,October,,1,2.27,591,0.5188571428571428,0.15000000000000002,40.406,7164.5740000000005,18898.204
Stonegate-Queensway,2016,October,,2,3.632,505,0.454,0.24324324324324326,165.71,3100.82,3819.956
Kingsway South,2016,October,,5,3.632,730,1.135,0.9655172413793103,209.748,1475.046,26030.998
Lambton Baby Point,2016,October,,4,3.178,795,0.19457142857142856,2.3333333333333335,81.72,4291.2080000000005,10413.398000000001
High Park-Swansea,2016,October,,9,2.27,589,1.4755,1.0,56.296,8724.064,23987.544
Runnymede-Bloor West Village,2016,October,,2,3.178,792,1.109777777777778,0.10714285714285714,70.824,9442.292,10694.424
High Park North,2016,October,,7,3.632,508,1.880857142857143,1.2903225806451613,92.616,5732.658,8049.42
Junction Area,2016,October,,4,3.632,763,0.7566666666666667,0.8333333333333334,110.322,1944.028,3237.928
Roncesvalles,2016,October,,8,2.27,546,1.2971428571428572,1.6,44.038000000000004,5477.964,250.154
South Parkdale,2016,October,,10,2.27,732,0.20177777777777778,0.7894736842105263,18.16,5820.28,1384.7
Dufferin Grove,2016,October,,1,3.178,510,1.7025000000000001,0.631578947368421,52.664,3814.962,21854.652000000002
Little Portugal,2016,October,,6,1.816,797,1.7511428571428573,0.5454545454545454,256.05600000000004,8802.606,12112.266
Dovercourt-Wallace Emerson-Juncti,2016,October,,6,4.086,635,1.19175,0.4,161.17000000000002,7895.06,792.684
Niagara,2016,October,,3,3.632,527,0.28375,0.5625,33.142,2870.188,19777.148
Weston-Pellam Park,2016,October,,7,4.086,741,1.1025714285714285,2.0,102.15,4678.47,24449.716
Palmerston-Little Italy,2016,October,,9,4.54,787,1.109777777777778,0.0,46.308,5913.35,22971.946
University,2016,October,,3,3.178,574,0.3891428571428571,1.5,39.952,6138.988,14792.682
Kensington-Chinatown,2016,October,,9,2.27,592,1.462888888888889,1.3793103448275863,0.0,5846.612,16676.328
Waterfront Communities-The Island,2016,October,,8,4.086,539,0.9728571428571429,0.6206896551724138,88.98400000000001,402.244,27846.998
Annex,2016,October,,4,4.086,752,1.362,0.10256410256410256,0.0,2646.82,13243.634
Wychwood,2016,October,,4,4.086,697,1.261111111111111,3.5,111.684,4602.652,20512.628
Corsa Italia-Davenport,2016,October,,5,2.724,586,1.9457142857142857,5.0,89.89200000000001,5766.7080000000005,8755.39
Oakwood-Vaughan,2016,October,,9,2.724,758,0.15133333333333332,0.0,185.232,1697.96,26719.262000000002
Humewood-Cedarvale,2016,October,,10,1.816,581,0.9584444444444445,0.0,44.946,6217.530000000001,9922.624
Casa Loma,2016,October,,7,3.178,664,0.3891428571428571,4.235294117647059,62.652,2695.852,27052.952
Forest Hill South,2016,October,,8,3.632,610,1.4917142857142858,0.05128205128205128,57.20400000000001,7102.83,10229.528
Yonge-St.Clair,2016,October,,4,1.816,736,0.8575555555555555,1.3333333333333333,103.512,4121.866,3722.8
Bay Street Corridor,2016,October,,2,4.086,644,0.8071111111111111,0.26666666666666666,0.0,5635.956,9370.56
Rosedale-Moore Park,2016,October,,7,4.086,536,1.5322500000000001,0.6363636363636364,98.06400000000001,1993.968,8795.796
Church-Yonge Corridor,2016,October,,2,2.724,739,1.4755,0.24137931034482757,0.0,435.84000000000003,1385.154
Caledonia-Fairbanks,2016,October,,3,1.816,689,0.1297142857142857,3.0,149.82000000000002,4552.258,6863.118
North St.James Town,2016,October,,6,3.178,529,0.5675,0.45,207.024,1350.1960000000001,11536.594000000001
Cabbagetown-South St.James Town,2016,October,,9,2.27,621,1.0593333333333335,0.2857142857142857,108.96000000000001,4089.1780000000003,18437.848
Moss Park,2016,October,,2,2.27,546,1.5565714285714285,0.4375,99.88,2415.734,24570.48
Regent Park,2016,October,,6,3.632,681,1.4124444444444446,1.9230769230769231,58.112,7845.12,21202.708000000002
Playter Estates-Danforth,2016,October,,8,4.54,768,1.64575,0.0,37.228,4143.204,24423.384000000002
South Riverdale,2016,October,,5,2.27,694,1.4268571428571428,1.25,179.78400000000002,7391.5740000000005,7623.1140000000005
North Riverdale,2016,October,,3,3.178,730,1.6214285714285717,0.0,18.16,8009.014,11116.644
Blake-Jones,2016,October,,9,4.54,668,0.8575555555555555,0.0,29.964000000000002,911.178,10411.128
Danforth Village - Toronto,2016,October,,7,2.27,623,0.7062222222222223,0.0,166.16400000000002,8690.014000000001,9109.056
Broadview North,2016,October,,10,3.178,502,0.7062222222222223,1.3333333333333333,95.34,1911.794,20077.696
Old East York,2016,October,,6,3.178,534,1.0215,0.21052631578947367,117.132,3689.658,16350.356
Danforth Village - East York,2016,October,,2,2.724,687,1.5565714285714285,1.894736842105263,220.19000000000003,5681.81,11759.508
Greenwood-Coxwell,2016,October,,1,2.27,785,1.109777777777778,5.0,134.838,6449.524,8078.022
Woodbine Corridor,2016,October,,7,4.54,607,0.05675,0.1724137931034483,0.0,672.828,2988.6820000000002
Maple Leaf,2016,October,,6,3.178,502,0.2594285714285714,1.0,147.55,885.3000000000001,5299.996
Beechborough-Greenbrook,2016,October,,2,3.178,567,0.7062222222222223,0.125,41.768,7226.772,3077.666
Keelesdale-Eglinton West,2016,October,,6,4.54,685,1.362,1.5999999999999999,39.498000000000005,8878.878,10214.092
Briar Hill-Belgravia,2016,October,,10,3.178,667,0.908,1.5625,0.0,118.94800000000001,22045.786
Yorkdale-Glen Park,2016,October,,4,2.724,679,0.51075,0.4117647058823529,16.344,2670.428,13978.206
Forest Hill North,2016,October,,4,4.54,510,1.4917142857142858,0.0,217.92000000000002,9285.662,13083.826000000001
Englemount-Lawrence,2016,October,,5,1.816,703,1.261111111111111,0.6000000000000001,0.0,177.514,22310.922000000002
Bedford Park-Nortown,2016,October,,1,4.54,539,0.8071111111111111,1.2352941176470589,0.0,8004.928,10580.924
Lawrence Park South,2016,October,,3,2.724,570,0.62425,1.6666666666666665,204.3,2812.984,2517.4300000000003
Yonge-Eglinton,2016,October,,8,2.724,523,1.64575,0.32432432432432434,0.0,6138.988,16361.706
Mount Pleasant West,2016,October,,7,3.632,715,0.30266666666666664,0.09523809523809523,111.23000000000002,1090.054,1122.742
Lawrence Park North,2016,October,,3,2.724,788,0.3242857142857143,1.0434782608695652,26.332,8301.844000000001,13593.668
Mount Pleasant East,2016,October,,3,1.816,640,1.261111111111111,0.8823529411764706,70.824,8121.606000000001,4969.484
Black Creek,2016,October,,8,2.27,529,1.9457142857142857,0.0,106.23599999999999,8195.608,7892.79
Glenfield-Jane Heights,2016,October,,5,3.178,530,1.4917142857142858,0.3157894736842105,98.06400000000001,4346.5960000000005,11482.568000000001
York University Heights,2016,October,,8,1.816,586,1.589,1.2000000000000002,78.99600000000001,1506.826,23966.66
Bathurst Manor,2016,October,,5,3.632,612,1.008888888888889,2.4000000000000004,52.664,8241.008,27205.042
Westminster-Branson,2016,October,,7,4.086,564,0.227,0.8484848484848485,0.0,1057.82,24768.424
Clanton Park,2016,October,,7,1.816,626,0.06485714285714285,0.0,43.584,2862.016,20188.472
Lansing-Westgate,2016,October,,1,3.632,602,1.4124444444444446,0.26666666666666666,46.308,4101.436,8716.800000000001
Willowdale West,2016,October,,5,2.724,557,1.41875,2.1621621621621623,105.328,7220.87,9864.512
Newtonbrook West,2016,October,,5,4.54,587,1.6214285714285717,0.6086956521739131,43.584,6568.472000000001,9323.344000000001
Newtonbrook East,2016,October,,7,3.632,604,1.4268571428571428,0.2,0.0,4623.536,1094.594
Willowdale East,2016,October,,4,2.27,788,0.9584444444444445,0.4444444444444444,34.958,1436.91,19037.128
Bayview Woods-Steeles,2016,October,,3,3.178,597,0.19457142857142856,0.5,81.72,3169.828,9445.924
Bayview Village,2016,October,,7,4.54,601,1.9457142857142857,0.7000000000000001,0.0,4850.536,23770.532
St.Andrew-Windfields,2016,October,,6,2.724,576,1.30525,1.25,0.0,4399.714,22296.394
Don Valley Village,2016,October,,7,2.724,787,0.5188571428571428,1.3043478260869565,0.0,7489.184,1954.47
Henry Farm,2016,October,,8,4.086,595,0.7945,1.75,174.336,6844.05,14345.038
Pleasant View,2016,October,,6,3.178,697,0.19457142857142856,0.2777777777777778,0.0,2927.3920000000003,16760.772
Parkwoods-Donalda,2016,October,,2,4.086,522,1.0593333333333335,2.0999999999999996,0.0,6439.082,710.51
Tam O'Shanter-Sullivan,2016,October,,2,4.54,582,1.2485,0.26666666666666666,213.38,5005.804,9364.658
Bridle Path-Sunnybrook-York Mills,2016,October,,3,2.27,756,0.908,2.1739130434782608,86.26,6362.356,227.90800000000002
Leaside-Bennington,2016,October,,10,4.086,557,0.454,1.4482758620689655,31.78,2531.05,9746.926
Banbury-Don Mills,2016,October,,1,2.724,795,0.73775,1.0434782608695652,181.6,5118.85,18441.934
Thorncliffe Park,2016,October,,10,2.724,515,0.6485714285714286,2.9473684210526314,55.388000000000005,8343.158,813.568
Flemingdon Park,2016,October,,6,2.27,759,0.73775,1.6666666666666667,0.0,3562.0840000000003,22625.998
Victoria Village,2016,October,,9,1.816,605,0.8071111111111111,2.1052631578947367,42.222,4888.6720000000005,26707.004
O'Connor-Parkview,2016,October,,6,1.816,771,1.880857142857143,1.25,93.07000000000001,3500.7940000000003,16304.048
The Beaches,2016,October,,6,2.27,549,1.2485,1.0,148.912,533.904,12875.894
East End-Danforth,2016,October,,7,2.27,566,0.9584444444444445,0.8333333333333333,56.296,1337.4840000000002,13812.95
Woodbine-Lumsden,2016,October,,1,2.27,643,0.10088888888888889,0.22580645161290322,80.812,6617.05,4497.778
Crescent Town,2016,October,,5,3.632,720,0.25222222222222224,0.0,46.308,8321.366,3725.5240000000003
Birchcliffe-Cliffside,2016,October,,5,3.178,593,0.39725,0.0,41.314,8378.116,3947.984
Oakridge,2016,October,,9,3.178,630,1.4755,3.75,0.0,5043.032,15001.068000000001
Clairlea-Birchmount,2016,October,,9,3.632,781,0.62425,1.8,0.0,3075.396,5813.47
Wexford/Maryvale,2016,October,,4,3.632,691,1.1674285714285715,0.8,87.168,2479.748,16018.482
Dorset Park,2016,October,,5,4.54,758,0.7782857142857142,3.4782608695652173,37.228,5055.744000000001,11063.98
Ionview,2016,October,,4,4.086,512,0.9584444444444445,4.2105263157894735,63.56,6915.782,27767.094
Kennedy Park,2016,October,,7,1.816,663,1.6214285714285717,3.375,29.964000000000002,7272.626,17345.524
Cliffcrest,2016,October,,9,1.816,510,0.7566666666666667,5.0,165.256,6881.732,16421.18
Eglinton East,2016,October,,4,3.178,595,1.7511428571428573,5.0,177.06,3094.464,17668.318
Bendale,2016,October,,8,2.724,558,0.227,0.8888888888888888,14.982000000000001,5292.278,25270.548000000003
Scarborough Village,2016,October,,7,4.086,740,0.62425,0.576923076923077,40.86,4946.784000000001,16241.396
Woburn,2016,October,,6,3.632,750,0.73775,0.9230769230769231,32.234,8552.906,5284.56
Guildwood,2016,October,,10,4.54,632,1.1674285714285715,0.42857142857142855,0.0,919.804,25577.452
Morningside,2016,October,,2,2.724,565,0.39725,0.0,98.06400000000001,6548.95,22246.0
West Hill,2016,October,,5,2.724,707,0.62425,0.0,61.744,8010.83,7117.812
Rouge,2016,October,,2,2.724,666,1.362,1.5,89.89200000000001,8815.318000000001,2490.19
Centennial Scarborough,2016,October,,9,1.816,530,0.908,2.4000000000000004,17.706,5867.042,11580.178
Highland Creek,2016,October,,8,2.724,730,0.6557777777777778,3.0,0.0,7315.302000000001,20671.982
Malvern,2016,October,,10,1.816,679,0.9728571428571429,0.46875,78.99600000000001,3740.052,5000.81
Hillcrest Village,2016,October,,4,2.724,792,0.050444444444444445,0.7567567567567568,0.0,931.6080000000001,17355.512
Steeles,2016,October,,5,3.632,529,0.7945,0.5806451612903225,65.376,5979.18,23390.534
L'Amoreaux,2016,October,,3,4.086,710,1.816,1.0810810810810811,0.0,6586.178,8988.292
Agincourt South-Malvern West,2016,October,,8,4.086,672,0.050444444444444445,0.12903225806451613,106.23599999999999,4338.424,19206.924
Milliken,2016,October,,5,3.632,697,1.41875,0.6756756756756757,80.358,6854.946,3146.674
Agincourt North,2016,October,,4,2.27,742,0.39725,0.8888888888888888,19.976,6560.3,3453.1240000000003
Trinity-Bellwoods,2016,November,,6,2.22,516,1.776,0.21428571428571427,0.0,2758.572,19689.18
West Humber-Clairville,2016,November,,7,3.108,715,0.7215,1.1111111111111112,37.296,5016.756,5284.044
Mount Olive-Silverstone-Jamestown,2016,November,,2,3.996,510,1.2051428571428573,1.7857142857142858,177.60000000000002,611.388,3937.8360000000002
Humber Summit,2016,November,,1,2.664,699,0.74,1.8,53.28,5925.18,15246.960000000001
Thistletown-Beaumond Heights,2016,November,,4,1.776,592,1.332,0.75,81.252,919.968,823.62
Humbermede,2016,November,,6,4.44,607,1.4985,0.6578947368421052,39.96,8554.992,21755.112
Rexdale-Kipling,2016,November,,8,3.108,700,0.296,2.4827586206896552,41.292,8578.968,10762.56
Elms-Old Rexdale,2016,November,,4,3.108,576,1.5222857142857142,0.5217391304347826,37.74,1016.76,931.956
Pelmo Park-Humberlea,2016,November,,6,2.664,763,1.332,0.27586206896551724,39.96,2368.296,20369.388
Downsview-Roding-CFB,2016,November,,6,2.664,638,0.148,3.0,83.472,5583.744,20925.72
Kingsview Village-The Westway,2016,November,,1,3.108,631,1.332,1.6666666666666667,19.536,8489.724,25890.972
Weston,2016,November,,2,2.22,671,0.7893333333333333,0.9,115.44,2162.28,25964.676
Rustic,2016,November,,1,2.664,519,0.3885,3.5555555555555554,23.088,8955.924,729.048
Humber Heights-Westmount,2016,November,,3,4.44,525,0.1665,0.42105263157894735,130.536,859.5840000000001,14784.756
Brookhaven-Amesbury,2016,November,,7,3.552,622,1.014857142857143,0.23684210526315788,167.832,3793.536,23090.664
Mount Dennis,2016,November,,4,3.996,754,0.8386666666666667,0.0,157.17600000000002,5490.06,16382.712
Willowridge-Martingrove-Richview,2016,November,,8,2.22,674,0.592,0.7575757575757576,168.72,9199.236,7435.668
Princess-Rosethorn,2016,November,,7,3.996,604,1.6491428571428572,1.6363636363636362,32.856,2375.4,22679.964
Eringate-Centennial-West Deane,2016,November,,7,4.44,662,1.665,3.7333333333333334,29.748,1941.1680000000001,10183.14
Edenbridge-Humber Valley,2016,November,,4,2.664,724,0.999,0.4838709677419355,0.0,1630.368,12747.24
Rockcliffe-Smythe,2016,November,,3,3.996,740,1.1655,0.20588235294117646,53.28,2400.708,3028.08
Markland Woods,2016,November,,4,1.776,787,0.24666666666666667,0.5714285714285714,31.968000000000004,2653.344,19726.920000000002
Etobicoke West Mall,2016,November,,8,1.776,661,1.6095,7.142857142857143,42.624,5315.124,7379.28
Islington-City Centre West,2016,November,,1,4.44,769,0.3885,2.8125,91.908,5839.932,2083.692
Alderwood,2016,November,,8,1.776,618,0.999,2.8000000000000003,158.064,4998.996,129.648
Long Branch,2016,November,,5,3.552,704,1.1346666666666665,0.2777777777777778,197.13600000000002,3707.4,8181.144
New Toronto,2016,November,,7,3.552,757,0.148,0.0,142.08,9006.096,12568.308
Mimico,2016,November,,7,2.22,584,1.0545,0.7894736842105263,0.0,2271.948,6683.088
Stonegate-Queensway,2016,November,,3,3.996,649,1.2685714285714287,0.5714285714285714,79.92,6853.14,19451.196
Kingsway South,2016,November,,1,3.996,613,1.3813333333333333,0.2857142857142857,153.18,4075.476,545.676
Lambton Baby Point,2016,November,,4,2.22,598,0.444,2.526315789473684,52.392,3037.404,22941.48
High Park-Swansea,2016,November,,3,3.996,751,1.4306666666666668,0.0,67.488,8648.676,16826.268
Runnymede-Bloor West Village,2016,November,,8,4.44,680,1.9028571428571428,0.8235294117647058,175.824,5351.088,21097.992000000002
High Park North,2016,November,,1,4.44,564,0.570857142857143,2.25,0.0,8779.212,7902.756
Junction Area,2016,November,,8,1.776,560,1.1655,0.6153846153846154,154.512,3169.716,12464.856
